   3 ê-aspiskwêsimot	PV/e+aspiskwêsimow+V+AI+Cnj+3Sg
   3 ê-asiwatât	PV/e+asiwatâw+V+TI+Cnj+3Sg
   3 ê-asiwasoyit	PV/e+asiwasow+V+AI+Cnj+4Sg/Pl
   3 ê-asiwasocik	PV/e+asiwasow+V+AI+Cnj+3Pl
   3 ê-apisâsiniyiki	PV/e+apisâsin+V+II+Cnj+4Pl
   3 ê-apisâsik	PV/e+apisâsin+V+II+Cnj+3Sg
   3 ê-apahkwêcik	PV/e+apahkwêw+V+AI+Cnj+3Pl
   3 ê-apahkwâtêk	PV/e+apahkwâtêw+V+II+Cnj+3Sg
   3 ê-anâskasot	PV/e+anâskasow+V+AI+Cnj+3Sg
   3 ê-akotêyiki	PV/e+akotêw+V+II+Cnj+4Pl
   3 ê-akocihkik	PV/e+akocin+V+AI+Cnj+3Pl
   3 ê-ahâcik	PV/e+ahêw+V+TA+Cnj+3Pl+4Sg/PlO
   3 âyîtawakâm	âyîtawakâm+Ipc
   3 âwatâwak	âwatâw+V+TI+Ind+3Pl
   3 âsowahamwak	âsowaham+V+TI+Ind+3Pl
   3 âpihtâ-kîsikâyiw	âpihtâ-kîsikâw+V+II+Ind+4Sg
   3 âpihtâ-kîsikâki	âpihtâ-kîsikâki+Ipc
   3 âpahwêw	âpahwêw+V+TA+Ind+3Sg+4Sg/PlO
   3 âpahamiyiwa	âpaham+V+TI+Ind+4Sg/Pl
   3 âh-âpihtaw	âh-âpihtaw+Ipc
   3 âcimâw	âcimêw+V+TA+Ind+X+3SgO
   3 âcimostâk	âcimostawêw+V+TA+Ind+4Sg/Pl+3SgO
   3 yôtin	yôtin+V+II+Ind+3Sg
   3 yôhtêwêpina	yôhtêwêpinam+V+TI+Imp+Imm+2Sg
   3 yôhtêna	yôhtênam+V+TI+Imp+Imm+2Sg
   3 yôh	yôh+Ipc
   3 yêhyêw	yêhyêw+V+AI+Ind+3Sg
   3 wîwi	wîwiw+V+AI+Imp+Imm+2Sg
   3 wîsakêyihtam	wîsakêyihtam+V+TI+Ind+3Sg
   3 wîhtamawâhkan	wîhtamawêw+V+TA+Imp+Del+2Sg+3SgO
   3 wîhkwêskawêwak	wîhkwêskawêw+V+TA+Ind+3Pl+4Sg/PlO
   3 wîhkimâkosiw	wîhkimâkosiw+V+AI+Ind+3Sg
   3 wîcihik	wîcihêw+V+TA+Ind+4Sg/Pl+3SgO
   3 wîc-âyâmêw	wîc-âyâmêw+V+TA+Ind+3Sg+4Sg/PlO
   3 wî-tapasîyiwa	PV/wi+tapasîw+V+AI+Ind+4Sg/Pl
   3 wî-pâhpihik	PV/wi+pâhpihêw+V+TA+Ind+4Sg/Pl+3SgO
   3 wêyôtisiw	wêyôtisiw+V+AI+Ind+3Sg
   3 wâyonîyiwa	wâyonîw+V+AI+Ind+4Sg/Pl
   3 wâpamaki	wâpamêw+V+TA+Fut+Cond+1Sg+3SgO
   3 wâpahtamâni	wâpahtam+V+TI+Fut+Cond+1Sg
   3 wâpahta	wâpahtam+V+TI+Imp+Imm+2Sg
   3 wâpahcikâtêw	wâpahcikâtêw+V+II+Ind+3Sg
   3 wâh	wâh+Ipc
   3 wiyê	wiyê+Ipc
   3 wiyinoyiwa	wiyinow+V+AI+Ind+4Sg/Pl
   3 wiyanihtâkêwak	wiyanihtâkêw+V+AI+Ind+3Pl
   3 wiyakâc	wiyakâc+Ipc
   3 wayawîk	wayawîw+V+AI+Imp+Imm+2Pl
   3 wacîhk	wacîhk+Ipc
   3 tôtamani	tôtam+V+TI+Fut+Cond+2Sg
   3 têhtapiyiwa	têhtapiw+V+AI+Ind+4Sg/Pl
   3 tâpwêw	tâpwêw+V+AI+Ind+3Sg
   3 tânitahtw-âskiy	tânitahtw-âskiy+Ipc
   3 tânimatahto	tânimatahto+Ipc
   3 tiyêkwac	tiyêkwac+Ipc
   3 tita-itwêwak	PV/tita+itwêw+V+AI+Ind+3Pl
   3 tawayâk	tawayâw+V+AI+Imp+Imm+2Pl
   3 tapahtiskwêyiyiwa	tapahtiskwêyiw+V+AI+Ind+4Sg/Pl
   3 takosiniyani	takosin+V+AI+Fut+Cond+2Sg
   3 takosiniyahko	takosin+V+AI+Fut+Cond+12Pl
   3 takosihki	takosin+V+AI+Fut+Cond+3Sg
   3 tahkoskêw	tahkoskêw+V+AI+Ind+3Sg
   3 tahkonamwak	tahkonam+V+TI+Ind+3Pl
   3 tahkahtam	tahkahtam+V+TI+Ind+3Sg
   3 ta-wani-kiskisiw	PV/ta+PV/wani+kiskisiw+V+AI+Ind+3Sg
   3 ta-tôtamiyit	PV/ta+tôtam+V+TI+Cnj+4Sg/Pl
   3 ta-tôtahkik	PV/ta+tôtam+V+TI+Cnj+3Pl
   3 ta-tâpwêw	PV/ta+tâpwêw+V+AI+Ind+3Sg
   3 ta-nipahât	PV/ta+nipahêw+V+TA+Cnj+3Sg+4Sg/PlO
   3 ta-nipahâhkatosoyân	PV/ta+nipahâhkatosow+V+AI+Cnj+1Sg
   3 ta-mîciyân	PV/ta+mîciw+V+TI+Cnj+1Sg
   3 ta-mîciyit	PV/ta+mîciw+V+TI+Cnj+4Sg/Pl
   3 ta-mîciw	PV/ta+mîciw+V+TI+Ind+3Sg
   3 ta-mîcisocik	PV/ta+mîcisow+V+AI+Cnj+3Pl
   3 ta-mâyi-kîsikâw	PV/ta+mâyi-kîsikâw+V+II+Ind+3Sg
   3 ta-mânokêwak	PV/ta+mânokêw+V+AI+Ind+3Pl
   3 ta-kiskêyihtahk	PV/ta+kiskêyihtam+V+TI+Cnj+3Sg
   3 ta-itohtêt	PV/ta+itohtêw+V+AI+Cnj+3Sg
   3 sêskisiw	sêskisiw+V+AI+Ind+3Sg
   3 sêkisiwak	sêkisiw+V+AI+Ind+3Pl
   3 sêkihik	sêkihêw+V+TA+Ind+4Sg/Pl+3SgO
   3 sâmahwêw	sâmahwêw+V+TA+Ind+3Sg+4Sg/PlO
   3 sâkôcimiski	sâkôcimêw+V+TA+Fut+Cond+3Sg+2SgO
   3 sâkohihci	sâkohêw+V+TA+Fut+Cond+X+3SgO
   3 sipwêhtatâwak	sipwêhtatâw+V+TI+Ind+3Pl
   3 saskahohtêw	saskahohtêw+V+AI+Ind+3Sg
   3 sakâyiw	sakâw+V+II+Ind+4Sg
   3 sakahpitêw	sakahpitêw+V+II+Ind+3Sg
   3 pôyoyiwa	pôyow+V+AI+Ind+4Sg/Pl
   3 pôsiw	pôsiw+V+AI+Ind+3Sg
   3 pôni-atoskêw	PV/poni+atoskêw+V+AI+Ind+3Sg
   3 pîkopayiyiwa	pîkopayiw+V+AI+Ind+4Sg/Pl
   3 pîkohtitâw	pîkohtitâw+V+TI+Ind+3Sg
   3 pîhtokêpayiyiwa	pîhtokêpayiw+V+AI+Ind+4Sg/Pl
   3 pîhtokêci	pîhtokêw+V+AI+Fut+Cond+3Sg
   3 pîhtokatâw	pîhtokatâw+V+TI+Ind+3Sg
   3 pêyakwâpisk	pêyakwâpisk+Ipc
   3 pêyakonisk	pêyakonisk+Ipc
   3 pêyakohkwâmiw	pêyakohkwâmiw+V+AI+Ind+3Sg
   3 pêyak-kosikwan	pêyak-kosikwan+Ipc
   3 pêtâk	pêtawêw+V+TA+Ind+4Sg/Pl+3SgO
   3 pêsiwêwak	pêsiwêw+V+TA+Ind+3Pl+4Sg/PlO
   3 pêsiw	pêsiwêw+V+TA+Imp+Imm+2Sg+3SgO
   3 pêhtawêwak	pêhtawêw+V+TA+Ind+3Pl+4Sg/PlO
   3 pêhtawâw	pêhtawêw+V+TA+Ind+X+3SgO
   3 pêhik	pêhêw+V+TA+Ind+4Sg/Pl+3SgO
   3 pêcimêw	pêcimêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pêci-nâway	pêci-nâway+Ipc
   3 pê-wayawîk	pê-wayawîw+V+AI+Imp+Imm+2Pl
   3 pê-pîhtokêw	PV/pe+pîhtokêw+V+AI+Ind+3Sg
   3 pê-otihtik	pê-otihtêw+V+TA+Ind+4Sg/Pl+3SgO
   3 pê-nâs	pê-nâtêw+V+TA+Imp+Imm+2Sg+3SgO
   3 pê-nitawâpahkêk	PV/pe+nitawâpahkêw+V+AI+Imp+Imm+2Pl
   3 pê-môskîstâk	PV/pe+môskîstawêw+V+TA+Ind+4Sg/Pl+3SgO
   3 pê-môskîstawêw	PV/pe+môskîstawêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pê-ayâw	pê-ayâw+V+AI+Ind+3Sg
   3 pisiskêyimêw	pisiskêyimêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pimâtisiyani	pimâtisiw+V+AI+Fut+Cond+2Sg
   3 pimohtêyiwa	pimohtêw+V+AI+Ind+4Sg/Pl
   3 pimitakâm	pimitakâm+Ipc
   3 pihkohinân	pihkohêw+V+TA+Imp+Imm+2Pl+1PlO
   3 pawahokê	pawahokêw+V+AI+Imp+Imm+2Sg
   3 pasikôk	pasikôw+V+AI+Imp+Imm+2Pl
   3 pasikô	pasikôw+V+AI+Imp+Imm+2Sg
   3 pamihêw	pamihêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pakwâtêw	pakwâtêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pakwâtik	pakwâtêw+V+TA+Ind+4Sg/Pl+3SgO
   3 pakwâtamwak	pakwâtam+V+TI+Ind+3Pl
   3 pakitinêw	pakitinêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pakitinâtân	pakitinêw+V+TA+Imp+Imm+12Pl+3SgO
   3 pakamaham	pakamaham+V+TI+Ind+3Sg
   3 pahkonêw	pahkonêw+V+TA+Ind+3Sg+4Sg/PlO
   3 pahkihtin	pahkihtin+V+II+Ind+3Sg
   3 pa-pimohtêw	pa-pimohtêw+V+AI+Ind+3Sg
   3 oyaskinahêw	oyaskinahêw+V+TA+Ind+3Sg+4Sg/PlO
   3 otâpahêw	otâpahêw+V+TA+Ind+3Sg+4Sg/PlO
   3 otihkomiw	otihkomiw+V+AI+Ind+3Sg
   3 osîhtamawin	osîhtamawêw+V+TA+Imp+Imm+2Sg+1SgO
   3 osêhcâw	osêhcâw+V+II+Ind+3Sg
   3 ohpîw	ohpîw+V+AI+Ind+3Sg
   3 ohci-ihtakon	PV/ohci+ihtakon+V+II+Ind+3Sg
   3 ocêmik	ocêmêw+V+TA+Ind+4Sg/Pl+3SgO
   3 nôkwaniyiwa	nôkwan+V+II+Ind+4Pl
   3 nôkwaniyiw	nôkwan+V+II+Ind+4Sg
   3 nôkwan	nôkwan+V+II+Ind+3Sg
   3 nôhtêyâpâkwêw	nôhtêyâpâkwêw+V+AI+Ind+3Sg
   3 nôh	nôhêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nôcîhkawin	nôcîhkawêw+V+TA+Imp+Imm+2Sg+1SgO
   3 nîpawiwak	nîpawiw+V+AI+Ind+3Pl
   3 nîkânohtêw	nîkânohtêw+V+AI+Ind+3Sg
   3 nîhc-âyihk	nîhc-âyihk+Ipc
   3 nêwomitanaw	nêwomitanaw+Ipc
   3 nêwiwak	nêwiwak+V+AI+Ind+3Pl
   3 nêmatowahk	nêmatowahk+Ipc
   3 nêhiyânâhk	nêhiyânâhk+Ipc
   3 nâtam	nâtam+V+TI+Ind+3Sg
   3 nâspic	nâspic+Ipc
   3 nâs	nâtêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nânapâwis	nânapâwis+Ipc
   3 niwîsakêyihtên	wîsakêyihtam+V+TI+Ind+1Sg
   3 niwîhtamâk	wîhtamawêw+V+TA+Ind+3Sg+1SgO
   3 niwîhkistên	wîhkistam+V+TI+Ind+1Sg
   3 niwî-ohpîn	PV/wi+ohpîw+V+AI+Ind+1Sg
   3 niwî-nitâmison	PV/wi+nitâmisow+V+AI+Ind+1Sg
   3 niwî-nitawâpamâw	PV/wi+nitawâpamêw+V+TA+Ind+1Sg+3SgO
   3 niwî-nikohtân	PV/wi+nikohtêw+V+AI+Ind+1Sg
   3 niwî-mâcîn	PV/wi+mâcîw+V+AI+Ind+1Sg
   3 niwî-kîwân	PV/wi+kîwêw+V+AI+Ind+1Sg
   3 niwî-ayân	PV/wi+ayâw+V+AI+Ind+1Sg
   3 niwâh-wanikiskisin	RdplS+wanikiskisiw+V+AI+Ind+1Sg
   3 nitôtinâw	otinêw+V+TA+Ind+1Sg+3SgO
   3 nitôh-ayânân	PV/oh+ayâw+V+AI+Ind+1Pl
   3 nitâpwêhtên	tâpwêhtam+V+TI+Ind+1Sg
   3 nitâpwêhtawâw	tâpwêhtawêw+V+TA+Ind+1Sg+3SgO
   3 nitâhkosin	âhkosiw+V+AI+Ind+1Sg
   3 nitom	nitomêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nitohtamwak	nitohtam+V+TI+Ind+3Pl
   3 nitisi-wâpahtên	isi-wâpahtam+V+TI+Ind+1Sg
   3 nitihkwâ	nitihkwatim+N+A+D+Voc+Sg
   3 nitayâwânânak	ayâwêw+V+TA+Ind+1Pl+3PlO
   3 nitawi-wîhtamawêwak	PV/nitawi+wîhtamawêw+V+TA+Ind+3Pl+4Sg/PlO
   3 nitawi-wîhtamaw	PV/nitawi+wîhtamawêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nitawi-otinam	PV/nitawi+otinam+V+TI+Ind+3Sg
   3 nitawi-nôtiskwêwêw	PV/nitawi+nôtiskwêwêw+V+AI+Ind+3Sg
   3 nitawi-nitotamaw	PV/nitawi+nitotamawêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nitawi-nitomâw	PV/nitawi+nitomêw+V+TA+Ind+X+3SgO
   3 nitawi-nitom	PV/nitawi+nitomêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nitawi-asamêw	PV/nitawi+asamêw+V+TA+Ind+3Sg+4Sg/PlO
   3 nitawi-asam	PV/nitawi+asamêw+V+TA+Imp+Imm+2Sg+3SgO
   3 nitatâwân	atâwêw+V+AI+Ind+1Sg
   3 nitakâwâtâw	akâwâtêw+V+TA+Ind+1Sg+3SgO
   3 nitakosinin	takosin+V+AI+Ind+1Sg
   3 nitahâw	ahêw+V+TA+Ind+1Sg+3SgO
   3 nitahkopitên	tahkopitam+V+TI+Ind+1Sg
   3 nisîkinên	sîkinam+V+TI+Ind+1Sg
   3 nisêskitâpâson	sêskitâpâsow+V+AI+Ind+1Sg
   3 nisitohtam	nisitohtam+V+TI+Ind+3Sg
   3 nisitawêyimik	nisitawêyimêw+V+TA+Ind+4Sg/Pl+3SgO
   3 nisitawinam	nisitawinam+V+TI+Ind+3Sg
   3 nisipwêhtân	sipwêhtêw+V+AI+Ind+1Sg
   3 nipêhtên	pêhtam+V+TI+Ind+1Sg
   3 nipê-kîwêpayin	PV/pe+kîwêpayiw+V+AI+Ind+1Sg
   3 nipiswahên	piswaham+V+TI+Ind+1Sg
   3 nipakwâtik	pakwâtêw+V+TA+Ind+3Sg+1SgO
   3 nipahkêkinohkân	pahkêkinohkêw+V+AI+Ind+1Sg
   3 ninôhtêhkwasin	nôhtêhkwasiw+V+AI+Ind+1Sg
   3 ninôhtêhkatânân	nôhtêhkatêw+V+AI+Ind+1Pl
   3 ninôhtê-pimâtisin	PV/nohte+pimâtisiw+V+AI+Ind+1Sg
   3 ninôhtê-atoskân	nôhtê-atoskêw+V+AI+Ind+1Sg
   3 ninipân	nipâw+V+AI+Ind+1Sg
   3 nimôhcowin	môhcowiw+V+AI+Ind+1Sg
   3 nimiywêyihtênân	miywêyihtam+V+TI+Ind+1Pl
   3 nimikoskâtêyihtên	mikoskâtêyihtam+V+TI+Ind+1Sg
   3 nima-mâmitonêyihtên	RdplW+mâmitonêyihtam+V+TI+Ind+1Sg
   3 nikîwêhtatânân	kîwêhtatâw+V+TI+Ind+1Pl
   3 nikîsison	kîsisow+V+AI+Ind+1Sg
   3 nikî-âpacihtânân	PV/ki+âpacihtâw+V+TI+Ind+1Pl
   3 nikî-wîhtamâk	PV/ki+wîhtamawêw+V+TA+Ind+3Sg+1SgO
   3 nikî-sâkihâw	PV/ki+sâkihêw+V+TA+Ind+1Sg+3SgO
   3 nikî-pêhtên	PV/ki+pêhtam+V+TI+Ind+1Sg
   3 nikî-pê-wâpahtên	PV/ki+pê-wâpahtam+V+TI+Ind+1Sg
   3 nikî-pê-kîwânân	PV/ki+pê-kîwêw+V+AI+Ind+1Pl
   3 nikî-otinâw	PV/ki+otinêw+V+TA+Ind+1Sg+3SgO
   3 nikî-nitawi-wâpamâw	PV/ki+PV/nitawi+wâpamêw+V+TA+Ind+1Sg+3SgO
   3 nikî-mîcisonân	PV/ki+mîcisow+V+AI+Ind+1Pl
   3 nikî-miyâwak	PV/ki+miyêw+V+TA+Ind+1Sg+3PlO
   3 nikî-itâhkômâw	PV/ki+itâhkômêw+V+TA+Ind+1Sg+3SgO
   3 nikî-itohtân	PV/ki+itohtêw+V+AI+Ind+1Sg
   3 nikî-atoskân	PV/ki+atoskêw+V+AI+Ind+1Sg
   3 nikâh-itêyihtên	PV/kah+itêyihtam+V+TI+Ind+1Sg
   3 nikotwâsosâp	nikotwâsosâp+Ipc
   3 nikohtêwak	nikohtêw+V+AI+Ind+3Pl
   3 nikitimâkisin	kitimâkisiw+V+AI+Ind+1Sg
   3 nikitimâkinawâw	kitimâkinawêw+V+TA+Ind+1Sg+3SgO
   3 nikitimahâw	kitimahêw+V+TA+Ind+1Sg+3SgO
   3 nikiskisopayin	kiskisopayiw+V+AI+Ind+1Sg
   3 nikanawêyimâwak	kanawêyimêw+V+TA+Ind+1Sg+3PlO
   3 nikanawêyimâw	kanawêyimêw+V+TA+Ind+1Sg+3SgO
   3 nikakwêcimâw	kakwêcimêw+V+TA+Ind+1Sg+3SgO
   3 nika-wîcêwâwak	PV/ka+wîcêwêw+V+TA+Ind+1Sg+3PlO
   3 nika-wîcêwâw	PV/ka+wîcêwêw+V+TA+Ind+1Sg+3SgO
   3 nika-wâpamâw	PV/ka+wâpamêw+V+TA+Ind+1Sg+3SgO
   3 nika-takohtân	PV/ka+takohtêw+V+AI+Ind+1Sg
   3 nika-pônên	PV/ka+pônam+V+TI+Ind+1Sg
   3 nika-pimohtân	PV/ka+pimohtêw+V+AI+Ind+1Sg
   3 nika-otaskîn	PV/ka+otaskîw+V+AI+Ind+1Sg
   3 nika-nitonawâwak	PV/ka+nitonawêw+V+TA+Ind+1Sg+3PlO
   3 nika-nitawâpênikân	PV/ka+nitawâpênikêw+V+AI+Ind+1Sg
   3 nika-nitawi-âcimon	PV/ka+PV/nitawi+âcimow+V+AI+Ind+1Sg
   3 nika-nitawi-nipahâw	PV/ka+PV/nitawi+nipahêw+V+TA+Ind+1Sg+3SgO
   3 nika-nipahâwak	PV/ka+nipahêw+V+TA+Ind+1Sg+3PlO
   3 nika-nipahikwak	PV/ka+nipahêw+V+TA+Ind+3Pl+1SgO
   3 nika-nipahikawin	PV/ka+nipahêw+V+TA+Ind+X+1SgO
   3 nika-mâcîn	PV/ka+mâcîw+V+AI+Ind+1Sg
   3 nika-minahon	PV/ka+minahow+V+AI+Ind+1Sg
   3 nika-kîwânân	PV/ka+kîwêw+V+AI+Ind+1Pl
   3 nika-kiskêyihtên	PV/ka+kiskêyihtam+V+TI+Ind+1Sg
   3 nika-kimotamawâw	PV/ka+kimotamawêw+V+TA+Ind+1Sg+3SgO
   3 nika-kaskihtân	PV/ka+kaskihtâw+V+TI+Ind+1Sg
   3 nika-kakwê-wâpamâw	PV/ka+PV/kakwe+wâpamêw+V+TA+Ind+1Sg+3SgO
   3 nika-itâw	PV/ka+itêw+V+TA+Ind+1Sg+3SgO
   3 nika-itâpin	PV/ka+itâpiw+V+AI+Ind+1Sg
   3 nika-apin	PV/ka+apiw+V+AI+Ind+1Sg
   3 nihtâwikiw	nihtâwikiw+V+AI+Ind+3Sg
   3 nawatinêw	nawatinêw+V+TA+Ind+3Sg+4Sg/PlO
   3 natimihk	natimihk+Ipc
   3 nanâtohkôskân	nanâtohkôskân+Ipc
   3 nanâtawâpiw	nanâtawâpiw+V+AI+Ind+3Sg
   3 nakîwak	nakîw+V+AI+Ind+3Pl
   3 nakatik	nakatêw+V+TA+Ind+4Sg/Pl+3SgO
   3 nakatamwak	nakatam+V+TI+Ind+3Pl
   3 nahastâw	nahastâw+V+TI+Ind+3Sg
   3 nahapiwak	nahapiw+V+AI+Ind+3Pl
   3 na-nipâw	RdplW+nipâw+V+AI+Ind+3Sg
   3 mîsihtâwak	mîsihtâw+V+TI+Ind+3Pl
   3 mêtawêtân	mêtawêw+V+AI+Imp+Imm+12Pl
   3 mêstihkasam	mêstihkasam+V+TI+Ind+3Sg
   3 mêscihêwak	mêscihêw+V+TA+Ind+3Pl+4Sg/PlO
   3 mênikanihk	mênikanihk+Ipc
   3 mêkiw	mêkiw+V+AI+Ind+3Sg
   3 mâyi-kîsikâw	mâyi-kîsikâw+V+II+Ind+3Sg
   3 mâwacihtâw	mâwacihtâw+V+TI+Ind+3Sg
   3 mâtâhêwak	mâtâhêw+V+TA+Ind+3Pl+4Sg/PlO
   3 mâtâhêw	mâtâhêw+V+TA+Ind+3Sg+4Sg/PlO
   3 mânokêwak	mânokêw+V+AI+Ind+3Pl
   3 mâninâkisk	mâninâkisk+Ipc
   3 mâcîyiwa	mâcîw+V+AI+Ind+4Sg/Pl
   3 mâcikôtitâk	mâcikôtitâk+Ipc
   3 mâci-kîsisam	PV/maaci+kîsisam+V+TI+Ind+3Sg
   3 mwayês	mwayês+Ipc
   3 mosêskatêw	mosêskatêw+V+AI+Ind+3Sg
   3 miyêwak	miyêw+V+TA+Ind+3Pl+4Sg/PlO
   3 miyâskamani	miyâskam+V+TI+Fut+Cond+2Sg
   3 miyâskam	miyâskam+Ipc
   3 miyâhkasamiyiwa	miyâhkasam+V+TI+Ind+4Sg/Pl
   3 miyâhkan	miyêw+V+TA+Imp+Del+2Sg+3SgO
   3 miywâsiniyiw	miywâsin+V+II+Ind+4Sg
   3 mistatihkamêkohk	mistatihkamêkohk+Ipc
   3 misponiyiw	mispon+V+II+Ind+4Sg
   3 mispon	mispon+V+II+Ind+3Sg
   3 miskamwak	miskam+V+TI+Ind+3Pl
   3 misit	misit+Ipc
   3 misi-pakamahok	PV/misi+pakamahwêsiw+V+TA+Ind+4Sg/Pl+3SgO
   3 minihkwê	minihkwêw+V+AI+Imp+Imm+2Sg
   3 minaho	minahow+V+AI+Imp+Imm+2Sg
   3 mihtâtêw	mihtâtêw+V+TA+Ind+3Sg+4Sg/PlO
   3 mihcêtôsêw	mihcêtôsêw+V+AI+Ind+3Sg
   3 mihcêtiyiwa	mihcêtiwak+V+AI+Ind+4Sg/Pl
   3 miconi	miconi+Ipc
   3 micimîw	micimîw+V+AI+Ind+3Sg
   3 maywêsk	maywêsk+Ipc
   3 maskamêw	maskamêw+V+TA+Ind+3Sg+4Sg/PlO
   3 ma-mêtawêwak	RdplW+mêtawêw+V+AI+Ind+3Pl
   3 kîwêhtahêwak	kîwêhtahêw+V+TA+Ind+3Pl+4Sg/PlO
   3 kîsopwêyiw	kîsopwêw+V+II+Ind+4Sg
   3 kîsopwêw	kîsopwêw+V+II+Ind+3Sg
   3 kîsikâyiw	kîsikâw+V+II+Ind+4Sg
   3 kîsikohk	kîsikohk+Ipc
   3 kîsihtâyêko	kîsihtâw+V+TI+Fut+Cond+2Pl
   3 kîhkîhkimik	kîhkîhkimêw+V+TA+Ind+4Sg/Pl+3SgO
   3 kîhkâmêw	kîhkâmêw+V+TA+Ind+3Sg+4Sg/PlO
   3 kî-âpacihêwak	PV/ki+âpacihêw+V+TA+Ind+3Pl+4Sg/PlO
   3 kî-wîkiw	PV/ki+wîkiw+V+AI+Ind+3Sg
   3 kî-wîhkasin	PV/ki+wîhkasin+V+II+Ind+3Sg
   3 kî-wayawîw	PV/ki+wayawîw+V+AI+Ind+3Sg
   3 kî-pêyakoyiwa	PV/ki+pêyakow+V+AI+Ind+4Sg/Pl
   3 kî-otinamwak	PV/ki+otinam+V+TI+Ind+3Pl
   3 kî-onâpêmiw	PV/ki+onâpêmiw+V+AI+Ind+3Sg
   3 kî-okimâwiw	PV/ki+okimâwiw+V+AI+Ind+3Sg
   3 kî-okimâhkâniwiw	PV/ki+okimâhkâniwiw+V+AI+Ind+3Sg
   3 kî-nipahâw	PV/ki+nipahêw+V+TA+Ind+X+3SgO
   3 kî-nihtâwikwâsow	PV/ki+nihtâwikwâsow+V+AI+Ind+3Sg
   3 kî-mâcîw	PV/ki+mâcîw+V+AI+Ind+3Sg
   3 kî-miyâwak	PV/ki+miyêw+V+TA+Ind+X+3PlO
   3 kî-miyâw	PV/ki+miyêw+V+TA+Ind+X+3SgO
   3 kî-miywêyihtamwak	PV/ki+miywêyihtam+V+TI+Ind+3Pl
   3 kî-miywêyihtam	PV/ki+miywêyihtam+V+TI+Ind+3Sg
   3 kî-miyw-âyâw	PV/ki+miyw-âyâw+V+AI+Ind+3Sg
   3 kî-maskisinihkêw	PV/ki+maskisinihkêw+V+AI+Ind+3Sg
   3 kî-kostamwak	PV/ki+kostam+V+TI+Ind+3Pl
   3 kî-kitimâkisiwak	PV/ki+kitimâkisiw+V+AI+Ind+3Pl
   3 kî-kiskêyihtamwak	PV/ki+kiskêyihtam+V+TI+Ind+3Pl
   3 kî-atoskêw	PV/ki+atoskêw+V+AI+Ind+3Sg
   3 kî-astêwa	PV/ki+astêw+V+II+Ind+3Pl
   3 kî-astêw	PV/ki+astêw+V+II+Ind+3Sg
   3 kêcikonam	kêcikonam+V+TI+Ind+3Sg
   3 kê-tôtamân	PV/ke+tôtam+V+TI+Cnj+1Sg
   3 kê-tôtahk	PV/ke+tôtam+V+TI+Cnj+3Sg
   3 kê-mîcisot	PV/ke+mîcisow+V+AI+Cnj+3Sg
   3 kâwiya	kâwiya+Ipc
   3 kâ-ôh-sâkohiyan	PV/kaa+PV/oh+sâkohêw+V+TA+Cnj+2Sg+1SgO
   3 kâ-ôh-nitomitakok	PV/kaa+PV/oh+nitomêw+V+TA+Cnj+1Sg+2PlO
   3 kâ-ôh-itât	PV/kaa+PV/oh+itêw+V+TA+Cnj+3Sg+4Sg/PlO
   3 kâ-ôh-ispayik	PV/kaa+PV/oh+ispayiw+V+II+Cnj+3Sg
   3 kâ-ôh-ayât	PV/kaa+PV/oh+ayâw+V+AI+Cnj+3Sg
   3 kâ-âhkosit	PV/kaa+âhkosiw+V+AI+Cnj+3Sg
   3 kâ-wîkimak	PV/kaa+wîkimêw+V+TA+Cnj+1Sg+3SgO
   3 kâ-wîkihtocik	PV/kaa+wîkihtow+V+AI+Cnj+3Pl
   3 kâ-wîhtamawakik	PV/kaa+wîhtamawêw+V+TA+Cnj+1Sg+3PlO
   3 kâ-wî-pipohk	PV/kaa+PV/wi+pipon+V+II+Cnj+3Sg
   3 kâ-wî-osîhtât	PV/kaa+PV/wi+osîhtâw+V+TI+Cnj+3Sg
   3 kâ-wî-ohpikicik	PV/kaa+PV/wi+ohpikiw+V+AI+Cnj+3Pl
   3 kâ-wî-nîmihitohk	PV/kaa+PV/wi+nîmihitow+V+AI+Cnj+X
   3 kâ-wî-mîcit	PV/kaa+PV/wi+mîciw+V+TI+Cnj+3Sg
   3 kâ-wî-isîhcikêt	PV/kaa+PV/wi+isîhcikêw+V+AI+Cnj+3Sg
   3 kâ-wî-atamihit	PV/kaa+PV/wi+atamihêw+V+TA+Cnj+3Sg+1SgO
   3 kâ-wâpiskisiyit	PV/kaa+wâpiskisiw+V+AI+Cnj+4Sg/Pl
   3 kâ-wâpahtamihk	PV/kaa+wâpahtam+V+TI+Cnj+X+3Sg
   3 kâ-wayawîpahtâyân	PV/kaa+wayawîpahtâw+V+AI+Cnj+1Sg
